Report Date,Health District,Sex,Number of Cases,Number of Hospitalizations,Number of Deaths
05/23/2021,Rappahannock,Not Reported,546,0,0
05/23/2021,Rappahannock Rapidan,Not Reported,395,5,0
05/23/2021,Richmond,Not Reported,158,0,0
05/23/2021,Roanoke,Not Reported,26,0,0
05/23/2021,Southside,Not Reported,41,0,0
05/23/2021,Three Rivers,Not Reported,64,1,0
05/23/2021,Virginia Beach,Not Reported,371,1,0
05/23/2021,West Piedmont,Not Reported,21,0,1
05/23/2021,Western Tidewater,Not Reported,34,0,0
05/24/2021,Alexandria,Female,6115,265,63
05/24/2021,Alleghany,Female,8089,209,155
05/24/2021,Arlington,Female,7503,374,112
05/24/2021,Blue Ridge,Female,8307,325,113
05/24/2021,Central Shenandoah,Female,14081,489,223
05/24/2021,Central Virginia,Female,12074,477,184
05/24/2021,Chesapeake,Female,10975,515,147
05/24/2021,Chesterfield,Female,16271,548,242
05/24/2021,Chickahominy,Female,5822,194,102
05/24/2021,Crater,Female,7786,310,181
05/24/2021,Cumberland Plateau,Female,4441,210,69
05/24/2021,Eastern Shore,Female,1920,128,36
05/24/2021,Fairfax,Female,39241,1811,521
05/24/2021,Hampton,Female,5675,171,66
05/24/2021,Henrico,Female,13623,557,338
05/24/2021,Lenowisco,Female,3844,195,98
05/24/2021,Lord Fairfax,Female,11229,408,208
05/24/2021,Loudoun,Female,13752,470,151
05/24/2021,Mount Rogers,Female,9700,644,248
05/24/2021,New River,Female,8425,226,131
05/24/2021,Norfolk,Female,9239,517,117
05/24/2021,Peninsula,Female,12669,353,193
05/24/2021,Piedmont,Female,3830,198,74
05/24/2021,Pittsylvania-Danville,Female,5504,302,115
05/24/2021,Portsmouth,Female,4876,363,104
05/24/2021,Prince William,Female,25930,835,232
05/24/2021,Rappahannock,Female,14190,430,123
05/24/2021,Rappahannock Rapidan,Female,5910,228,82
05/24/2021,Richmond,Female,8912,423,130
05/24/2021,Roanoke,Female,4697,140,86
05/24/2021,Southside,Female,3271,105,84
05/24/2021,Three Rivers,Female,5043,208,85
05/24/2021,Virginia Beach,Female,18659,819,201
05/24/2021,West Piedmont,Female,6427,403,147
05/24/2021,Western Tidewater,Female,7237,354,166
05/24/2021,Alexandria,Male,5662,301,73
05/24/2021,Alleghany,Male,7144,213,146
05/24/2021,Arlington,Male,7723,475,144
05/24/2021,Blue Ridge,Male,7503,310,108
05/24/2021,Central Shenandoah,Male,13333,530,269
05/24/2021,Central Virginia,Male,10816,459,222
05/24/2021,Chesapeake,Male,9926,493,150
05/24/2021,Chesterfield,Male,14882,567,272
05/24/2021,Chickahominy,Male,5623,213,115
05/24/2021,Crater,Male,8054,282,150
05/24/2021,Cumberland Plateau,Male,3918,234,98
05/24/2021,Eastern Shore,Male,1719,160,42
05/24/2021,Fairfax,Male,38162,2292,594
05/24/2021,Hampton,Male,4804,219,112
05/24/2021,Henrico,Male,11635,508,281
05/24/2021,Lenowisco,Male,3958,229,114
05/24/2021,Lord Fairfax,Male,10008,447,208
05/24/2021,Loudoun,Male,13815,596,126
05/24/2021,Mount Rogers,Male,8344,679,239
05/24/2021,New River,Male,7888,210,89
05/24/2021,Norfolk,Male,8468,487,142
05/24/2021,Peninsula,Male,11297,382,190
05/24/2021,Piedmont,Male,5408,229,114
05/24/2021,Pittsylvania-Danville,Male,4449,239,104
05/24/2021,Portsmouth,Male,4198,313,95
05/24/2021,Prince William,Male,24504,1035,326
05/24/2021,Rappahannock,Male,13213,470,158
05/24/2021,Rappahannock Rapidan,Male,6245,287,108
05/24/2021,Richmond,Male,7979,379,135
05/24/2021,Roanoke,Male,3778,112,107
05/24/2021,Southside,Male,3150,120,84
05/24/2021,Three Rivers,Male,4945,206,103
05/24/2021,Virginia Beach,Male,17023,822,204
05/24/2021,West Piedmont,Male,5215,418,172
05/24/2021,Western Tidewater,Male,6944,358,182
05/24/2021,Alexandria,Not Reported,50,0,0
05/24/2021,Alleghany,Not Reported,55,0,0
05/24/2021,Arlington,Not Reported,61,0,0
05/24/2021,Blue Ridge,Not Reported,74,2,1
05/24/2021,Central Shenandoah,Not Reported,701,2,1
05/24/2021,Central Virginia,Not Reported,494,6,2
05/24/2021,Chesapeake,Not Reported,114,0,1
05/24/2021,Chesterfield,Not Reported,432,0,0
05/24/2021,Chickahominy,Not Reported,192,0,1
05/24/2021,Crater,Not Reported,224,3,1
05/24/2021,Cumberland Plateau,Not Reported,2,0,0
05/24/2021,Eastern Shore,Not Reported,18,0,0
05/24/2021,Fairfax,Not Reported,434,2,1
05/24/2021,Hampton,Not Reported,43,0,0
05/24/2021,Henrico,Not Reported,222,0,0
05/24/2021,Lenowisco,Not Reported,1,0,0
05/24/2021,Lord Fairfax,Not Reported,127,0,0
05/24/2021,Loudoun,Not Reported,297,0,0
05/24/2021,Mount Rogers,Not Reported,112,3,1
05/24/2021,New River,Not Reported,73,0,1
05/24/2021,Norfolk,Not Reported,91,0,0
05/24/2021,Peninsula,Not Reported,115,0,0
05/24/2021,Piedmont,Not Reported,46,0,0
05/24/2021,Pittsylvania-Danville,Not Reported,50,1,2
05/24/2021,Portsmouth,Not Reported,20,0,0
05/24/2021,Prince William,Not Reported,402,1,0
05/24/2021,Rappahannock,Not Reported,546,0,0
05/24/2021,Rappahannock Rapidan,Not Reported,395,5,0
05/24/2021,Richmond,Not Reported,158,0,0
05/24/2021,Roanoke,Not Reported,26,0,0
05/24/2021,Southside,Not Reported,41,0,0
05/24/2021,Three Rivers,Not Reported,64,1,0
05/24/2021,Virginia Beach,Not Reported,370,1,0
05/24/2021,West Piedmont,Not Reported,21,0,1
05/24/2021,Western Tidewater,Not Reported,34,0,0
05/25/2021,Alexandria,Female,6118,265,63
05/25/2021,Alleghany,Female,8095,209,155
05/25/2021,Arlington,Female,7501,374,112
05/25/2021,Blue Ridge,Female,8310,326,113
05/25/2021,Central Shenandoah,Female,14083,491,223
05/25/2021,Central Virginia,Female,12096,477,184
05/25/2021,Chesapeake,Female,10985,516,147
05/25/2021,Chesterfield,Female,16279,549,242
05/25/2021,Chickahominy,Female,5823,194,102
05/25/2021,Crater,Female,7807,311,182
05/25/2021,Cumberland Plateau,Female,4446,211,69
05/25/2021,Eastern Shore,Female,1920,128,36
05/25/2021,Fairfax,Female,39246,1812,523
05/25/2021,Hampton,Female,5705,175,66
05/25/2021,Henrico,Female,13632,557,338
05/25/2021,Lenowisco,Female,3847,195,99
05/25/2021,Lord Fairfax,Female,11240,409,208
05/25/2021,Loudoun,Female,13758,471,151
05/25/2021,Mount Rogers,Female,9710,645,251
05/25/2021,New River,Female,8425,226,131
05/25/2021,Norfolk,Female,9248,523,118
05/25/2021,Peninsula,Female,12749,355,193
05/25/2021,Piedmont,Female,3834,199,74
05/25/2021,Pittsylvania-Danville,Female,5503,305,115
05/25/2021,Portsmouth,Female,4879,363,104
05/25/2021,Prince William,Female,25938,837,232
05/25/2021,Rappahannock,Female,14206,430,124
05/25/2021,Rappahannock Rapidan,Female,5915,228,82
05/25/2021,Richmond,Female,8917,423,130
05/25/2021,Roanoke,Female,4697,140,86
05/25/2021,Southside,Female,3274,105,84
05/25/2021,Three Rivers,Female,5083,208,85
05/25/2021,Virginia Beach,Female,18671,821,201
05/25/2021,West Piedmont,Female,6435,404,148
05/25/2021,Western Tidewater,Female,7250,355,166
05/25/2021,Alexandria,Male,5664,301,74
05/25/2021,Alleghany,Male,7143,213,146
05/25/2021,Arlington,Male,7725,475,144
05/25/2021,Blue Ridge,Male,7498,311,108
05/25/2021,Central Shenandoah,Male,13335,532,270
05/25/2021,Central Virginia,Male,10838,459,222
05/25/2021,Chesapeake,Male,9938,494,150
05/25/2021,Chesterfield,Male,14885,568,273
05/25/2021,Chickahominy,Male,5626,213,115
05/25/2021,Crater,Male,8067,282,150
05/25/2021,Cumberland Plateau,Male,3920,233,98
05/25/2021,Eastern Shore,Male,1721,161,42
05/25/2021,Fairfax,Male,38176,2292,595
05/25/2021,Hampton,Male,4827,221,112
05/25/2021,Henrico,Male,11643,509,281
05/25/2021,Lenowisco,Male,3960,232,115
05/25/2021,Lord Fairfax,Male,10023,449,208
05/25/2021,Loudoun,Male,13819,598,127
05/25/2021,Mount Rogers,Male,8346,679,241
05/25/2021,New River,Male,7886,211,89
05/25/2021,Norfolk,Male,8480,489,143
05/25/2021,Peninsula,Male,11356,382,190
05/25/2021,Piedmont,Male,5409,229,114
05/25/2021,Pittsylvania-Danville,Male,4451,239,104
05/25/2021,Portsmouth,Male,4202,313,95
05/25/2021,Prince William,Male,24514,1035,326
05/25/2021,Rappahannock,Male,13231,470,158
05/25/2021,Rappahannock Rapidan,Male,6249,287,108
05/25/2021,Richmond,Male,7982,379,136
05/25/2021,Roanoke,Male,3779,112,107
05/25/2021,Southside,Male,3152,120,84
05/25/2021,Three Rivers,Male,4983,207,104
05/25/2021,Virginia Beach,Male,17037,824,204
05/25/2021,West Piedmont,Male,5224,418,172
05/25/2021,Western Tidewater,Male,6952,358,182
05/25/2021,Alexandria,Not Reported,50,0,0
05/25/2021,Alleghany,Not Reported,55,0,0
05/25/2021,Arlington,Not Reported,61,0,0
05/25/2021,Blue Ridge,Not Reported,74,2,1
05/25/2021,Central Shenandoah,Not Reported,700,2,1
05/25/2021,Central Virginia,Not Reported,498,6,2
05/25/2021,Chesapeake,Not Reported,113,0,1
05/25/2021,Chesterfield,Not Reported,431,0,0
05/25/2021,Chickahominy,Not Reported,192,0,1
05/25/2021,Crater,Not Reported,222,3,1
05/25/2021,Cumberland Plateau,Not Reported,2,0,0
05/25/2021,Eastern Shore,Not Reported,18,0,0
05/25/2021,Fairfax,Not Reported,434,3,1
05/25/2021,Hampton,Not Reported,41,0,0
05/25/2021,Henrico,Not Reported,218,0,0
05/25/2021,Lenowisco,Not Reported,1,0,0
05/25/2021,Lord Fairfax,Not Reported,127,0,0
05/25/2021,Loudoun,Not Reported,296,0,0
05/25/2021,Mount Rogers,Not Reported,113,3,1
05/25/2021,New River,Not Reported,73,0,1
05/25/2021,Norfolk,Not Reported,91,0,0
05/25/2021,Peninsula,Not Reported,112,0,0
05/25/2021,Piedmont,Not Reported,46,0,0
05/25/2021,Pittsylvania-Danville,Not Reported,50,1,2
05/25/2021,Portsmouth,Not Reported,19,0,0
05/25/2021,Prince William,Not Reported,402,1,0
05/25/2021,Rappahannock,Not Reported,545,0,0
05/25/2021,Rappahannock Rapidan,Not Reported,394,5,0
05/25/2021,Richmond,Not Reported,158,0,0
05/25/2021,Roanoke,Not Reported,25,0,0
05/25/2021,Southside,Not Reported,41,0,0
05/25/2021,Three Rivers,Not Reported,64,1,0
05/25/2021,Virginia Beach,Not Reported,369,1,0
05/25/2021,West Piedmont,Not Reported,24,0,1
05/25/2021,Western Tidewater,Not Reported,34,0,0
05/26/2021,Alexandria,Female,6118,265,63
05/26/2021,Alleghany,Female,8100,209,155
05/26/2021,Arlington,Female,7501,374,112
05/26/2021,Blue Ridge,Female,8312,327,113
05/26/2021,Central Shenandoah,Female,14091,493,224
05/26/2021,Central Virginia,Female,12103,479,184
05/26/2021,Chesapeake,Female,10998,516,147
05/26/2021,Chesterfield,Female,16288,550,243
05/26/2021,Chickahominy,Female,5820,194,103
05/26/2021,Crater,Female,7812,313,182
05/26/2021,Cumberland Plateau,Female,4450,213,70
05/26/2021,Eastern Shore,Female,1922,128,36
05/26/2021,Fairfax,Female,39257,1813,524
05/26/2021,Hampton,Female,5713,176,66
05/26/2021,Henrico,Female,13629,561,338
05/26/2021,Lenowisco,Female,3845,195,99
05/26/2021,Lord Fairfax,Female,11248,413,207
05/26/2021,Loudoun,Female,13764,471,151
05/26/2021,Mount Rogers,Female,9719,647,251
05/26/2021,New River,Female,8433,228,131
05/26/2021,Norfolk,Female,9257,524,118
05/26/2021,Peninsula,Female,12758,355,193
05/26/2021,Piedmont,Female,3834,199,74
05/26/2021,Pittsylvania-Danville,Female,5511,306,115
05/26/2021,Portsmouth,Female,4884,365,104
05/26/2021,Prince William,Female,25955,838,232
05/26/2021,Rappahannock,Female,14211,431,124
05/26/2021,Rappahannock Rapidan,Female,5925,228,82
05/26/2021,Richmond,Female,8916,423,130
05/26/2021,Roanoke,Female,4699,140,86
05/26/2021,Southside,Female,3276,105,84
05/26/2021,Three Rivers,Female,5089,209,85
05/26/2021,Virginia Beach,Female,18680,821,201
05/26/2021,West Piedmont,Female,6440,404,148
05/26/2021,Western Tidewater,Female,7252,355,166
05/26/2021,Alexandria,Male,5663,301,74
05/26/2021,Alleghany,Male,7147,213,146
05/26/2021,Arlington,Male,7722,475,144
05/26/2021,Blue Ridge,Male,7499,311,108
05/26/2021,Central Shenandoah,Male,13342,533,270
05/26/2021,Central Virginia,Male,10849,460,222
05/26/2021,Chesapeake,Male,9943,497,150
05/26/2021,Chesterfield,Male,14892,569,274
05/26/2021,Chickahominy,Male,5623,213,115
05/26/2021,Crater,Male,8075,282,150
05/26/2021,Cumberland Plateau,Male,3924,234,99
05/26/2021,Eastern Shore,Male,1721,161,42
05/26/2021,Fairfax,Male,38179,2293,595
05/26/2021,Hampton,Male,4834,221,112
05/26/2021,Henrico,Male,11647,509,281
05/26/2021,Lenowisco,Male,3962,233,115
05/26/2021,Lord Fairfax,Male,10031,451,208
05/26/2021,Loudoun,Male,13827,598,127
05/26/2021,Mount Rogers,Male,8356,681,241
05/26/2021,New River,Male,7889,211,89
05/26/2021,Norfolk,Male,8488,490,143
05/26/2021,Peninsula,Male,11357,384,190
05/26/2021,Piedmont,Male,5412,229,114
05/26/2021,Pittsylvania-Danville,Male,4452,239,104
05/26/2021,Portsmouth,Male,4207,313,95
05/26/2021,Prince William,Male,24528,1036,326
05/26/2021,Rappahannock,Male,13235,471,158
05/26/2021,Rappahannock Rapidan,Male,6252,287,108
05/26/2021,Richmond,Male,7980,382,136
05/26/2021,Roanoke,Male,3779,112,107
05/26/2021,Southside,Male,3154,120,84
05/26/2021,Three Rivers,Male,4989,207,104
05/26/2021,Virginia Beach,Male,17046,826,204
05/26/2021,West Piedmont,Male,5231,421,172
05/26/2021,Western Tidewater,Male,6951,358,182
05/26/2021,Alexandria,Not Reported,50,0,0
05/26/2021,Alleghany,Not Reported,55,0,0
05/26/2021,Arlington,Not Reported,61,0,0
05/26/2021,Blue Ridge,Not Reported,73,2,1
05/26/2021,Central Shenandoah,Not Reported,700,2,1
05/26/2021,Central Virginia,Not Reported,498,6,2
05/26/2021,Chesapeake,Not Reported,113,0,1
05/26/2021,Chesterfield,Not Reported,430,0,0
05/26/2021,Chickahominy,Not Reported,192,0,1
05/26/2021,Crater,Not Reported,224,3,1
05/26/2021,Cumberland Plateau,Not Reported,2,0,0
05/26/2021,Eastern Shore,Not Reported,18,0,0
05/26/2021,Fairfax,Not Reported,434,3,1
05/26/2021,Hampton,Not Reported,41,0,0
05/26/2021,Henrico,Not Reported,218,0,0
05/26/2021,Lenowisco,Not Reported,1,0,0
05/26/2021,Lord Fairfax,Not Reported,127,0,0
05/26/2021,Loudoun,Not Reported,298,0,0
05/26/2021,Mount Rogers,Not Reported,112,3,1
05/26/2021,New River,Not Reported,72,0,1
05/26/2021,Norfolk,Not Reported,90,0,0
05/26/2021,Peninsula,Not Reported,112,0,0
05/26/2021,Piedmont,Not Reported,46,0,0
05/26/2021,Pittsylvania-Danville,Not Reported,50,1,2
05/26/2021,Portsmouth,Not Reported,19,0,0
05/26/2021,Prince William,Not Reported,402,1,0
05/26/2021,Rappahannock,Not Reported,544,0,0
05/26/2021,Rappahannock Rapidan,Not Reported,392,5,0
05/26/2021,Richmond,Not Reported,158,0,0
05/26/2021,Roanoke,Not Reported,25,0,0
05/26/2021,Southside,Not Reported,41,0,0
05/26/2021,Three Rivers,Not Reported,64,1,0
05/26/2021,Virginia Beach,Not Reported,367,1,0
05/26/2021,West Piedmont,Not Reported,23,0,1
05/26/2021,Western Tidewater,Not Reported,34,0,0
05/27/2021,Alexandria,Female,6122,265,63
05/27/2021,Alleghany,Female,8105,209,155
05/27/2021,Arlington,Female,7498,373,112
05/27/2021,Blue Ridge,Female,8311,327,113
05/27/2021,Central Shenandoah,Female,14098,492,224
05/27/2021,Central Virginia,Female,12114,482,183
05/27/2021,Chesapeake,Female,11002,518,147
05/27/2021,Chesterfield,Female,16306,551,243
05/27/2021,Chickahominy,Female,5820,194,103
05/27/2021,Crater,Female,7817,313,182
05/27/2021,Cumberland Plateau,Female,4460,212,70
05/27/2021,Eastern Shore,Female,1923,128,36
05/27/2021,Fairfax,Female,39293,1814,528
05/27/2021,Hampton,Female,5715,176,66
05/27/2021,Henrico,Female,13633,563,339
05/27/2021,Lenowisco,Female,3845,195,99
05/27/2021,Lord Fairfax,Female,11257,413,207
05/27/2021,Loudoun,Female,13767,471,151
05/27/2021,Mount Rogers,Female,9722,647,251
05/27/2021,New River,Female,8435,228,131
05/27/2021,Norfolk,Female,9259,525,118
05/27/2021,Peninsula,Female,12763,356,193
05/27/2021,Piedmont,Female,3835,199,74
05/27/2021,Pittsylvania-Danville,Female,5514,306,115
05/27/2021,Portsmouth,Female,4888,365,104
05/27/2021,Prince William,Female,25953,840,229
05/27/2021,Rappahannock,Female,14223,432,125
05/27/2021,Rappahannock Rapidan,Female,5994,226,82
05/27/2021,Richmond,Female,8917,422,130
05/27/2021,Roanoke,Female,4698,141,86
05/27/2021,Southside,Female,3282,106,84
05/27/2021,Three Rivers,Female,5089,209,85
05/27/2021,Virginia Beach,Female,18688,825,201
05/27/2021,West Piedmont,Female,6447,405,150
05/27/2021,Western Tidewater,Female,7255,356,166
05/27/2021,Alexandria,Male,5662,301,74
05/27/2021,Alleghany,Male,7151,213,146
05/27/2021,Arlington,Male,7723,476,144
05/27/2021,Blue Ridge,Male,7499,312,109
05/27/2021,Central Shenandoah,Male,13358,534,270
05/27/2021,Central Virginia,Male,10860,462,223
05/27/2021,Chesapeake,Male,9947,498,150
05/27/2021,Chesterfield,Male,14899,569,274
05/27/2021,Chickahominy,Male,5627,213,115
05/27/2021,Crater,Male,8076,283,150
05/27/2021,Cumberland Plateau,Male,3931,234,99
05/27/2021,Eastern Shore,Male,1721,161,42
05/27/2021,Fairfax,Male,38220,2294,596
05/27/2021,Hampton,Male,4840,221,112
05/27/2021,Henrico,Male,11650,510,281
05/27/2021,Lenowisco,Male,3965,233,115
05/27/2021,Lord Fairfax,Male,10037,453,208
05/27/2021,Loudoun,Male,13837,599,127
05/27/2021,Mount Rogers,Male,8361,683,241
05/27/2021,New River,Male,7890,211,89
05/27/2021,Norfolk,Male,8494,488,143
05/27/2021,Peninsula,Male,11363,384,191
05/27/2021,Piedmont,Male,5414,229,114
05/27/2021,Pittsylvania-Danville,Male,4456,239,104
05/27/2021,Portsmouth,Male,4210,313,95
05/27/2021,Prince William,Male,24536,1037,326
05/27/2021,Rappahannock,Male,13245,473,158
05/27/2021,Rappahannock Rapidan,Male,6359,289,108
05/27/2021,Richmond,Male,7986,382,136
05/27/2021,Roanoke,Male,3780,112,107
05/27/2021,Southside,Male,3154,121,84
05/27/2021,Three Rivers,Male,4988,207,104
05/27/2021,Virginia Beach,Male,17052,829,205
05/27/2021,West Piedmont,Male,5235,422,172
05/27/2021,Western Tidewater,Male,6953,360,182
05/27/2021,Alexandria,Not Reported,50,0,0
05/27/2021,Alleghany,Not Reported,55,0,0
05/27/2021,Arlington,Not Reported,61,0,0
05/27/2021,Blue Ridge,Not Reported,73,2,1
05/27/2021,Central Shenandoah,Not Reported,700,2,1
05/27/2021,Central Virginia,Not Reported,501,6,2
05/27/2021,Chesapeake,Not Reported,113,0,1
05/27/2021,Chesterfield,Not Reported,429,0,0
05/27/2021,Chickahominy,Not Reported,192,0,1
05/27/2021,Crater,Not Reported,225,3,1
05/27/2021,Cumberland Plateau,Not Reported,2,0,0
05/27/2021,Eastern Shore,Not Reported,18,0,0
05/27/2021,Fairfax,Not Reported,436,3,1
05/27/2021,Hampton,Not Reported,41,0,0
05/27/2021,Henrico,Not Reported,219,0,0
05/27/2021,Lenowisco,Not Reported,1,0,0
05/27/2021,Lord Fairfax,Not Reported,126,0,0
05/27/2021,Loudoun,Not Reported,298,0,0
05/27/2021,Mount Rogers,Not Reported,112,3,1
05/27/2021,New River,Not Reported,72,0,1
05/27/2021,Norfolk,Not Reported,89,0,0
05/27/2021,Peninsula,Not Reported,112,0,0
05/27/2021,Piedmont,Not Reported,47,0,0
05/27/2021,Pittsylvania-Danville,Not Reported,50,1,2
05/27/2021,Portsmouth,Not Reported,18,0,0
05/27/2021,Prince William,Not Reported,400,1,0
05/27/2021,Rappahannock,Not Reported,544,0,0
05/27/2021,Rappahannock Rapidan,Not Reported,216,3,0
05/27/2021,Richmond,Not Reported,158,0,0
05/27/2021,Roanoke,Not Reported,25,0,0
05/27/2021,Southside,Not Reported,41,0,0
05/27/2021,Three Rivers,Not Reported,64,1,0
05/27/2021,Virginia Beach,Not Reported,366,1,0
05/27/2021,West Piedmont,Not Reported,24,0,1
05/27/2021,Western Tidewater,Not Reported,34,0,0
05/28/2021,Alexandria,Female,6122,265,63
05/28/2021,Alleghany,Female,8111,209,155
05/28/2021,Arlington,Female,7501,373,112
05/28/2021,Blue Ridge,Female,8311,329,113
05/28/2021,Central Shenandoah,Female,14093,492,224
05/28/2021,Central Virginia,Female,12137,484,183
05/28/2021,Chesapeake,Female,11006,518,147
05/28/2021,Chesterfield,Female,16324,553,243
05/28/2021,Chickahominy,Female,5824,194,102
05/28/2021,Crater,Female,7827,313,182
05/28/2021,Cumberland Plateau,Female,4458,212,70
05/28/2021,Eastern Shore,Female,1923,128,36
05/28/2021,Fairfax,Female,39313,1813,528
05/28/2021,Hampton,Female,5726,176,66
05/28/2021,Henrico,Female,13642,566,339
05/28/2021,Lenowisco,Female,3849,195,99
05/28/2021,Lord Fairfax,Female,11263,413,207
05/28/2021,Loudoun,Female,13771,471,151
05/28/2021,Mount Rogers,Female,9726,649,251
05/28/2021,New River,Female,8443,229,131
05/28/2021,Norfolk,Female,9266,526,119
05/28/2021,Peninsula,Female,12774,356,193
05/28/2021,Piedmont,Female,3841,199,74
05/28/2021,Pittsylvania-Danville,Female,5521,306,115
05/28/2021,Portsmouth,Female,4895,365,104
05/28/2021,Prince William,Female,25964,841,229
05/28/2021,Rappahannock,Female,14232,431,125
05/28/2021,Rappahannock Rapidan,Female,6002,226,82
05/28/2021,Richmond,Female,8918,422,131
05/28/2021,Roanoke,Female,4699,142,86
05/28/2021,Southside,Female,3285,106,84
05/28/2021,Three Rivers,Female,5084,209,85
05/28/2021,Virginia Beach,Female,18703,825,201
05/28/2021,West Piedmont,Female,6452,405,149
05/28/2021,Western Tidewater,Female,7257,357,166
05/28/2021,Alexandria,Male,5663,301,74
05/28/2021,Alleghany,Male,7158,213,146
05/28/2021,Arlington,Male,7726,476,144
05/28/2021,Blue Ridge,Male,7503,313,109
05/28/2021,Central Shenandoah,Male,13357,536,271
05/28/2021,Central Virginia,Male,10877,462,223
05/28/2021,Chesapeake,Male,9952,498,150
05/28/2021,Chesterfield,Male,14913,572,275
05/28/2021,Chickahominy,Male,5629,213,115
05/28/2021,Crater,Male,8089,283,150
05/28/2021,Cumberland Plateau,Male,3936,235,99
05/28/2021,Eastern Shore,Male,1722,161,42
05/28/2021,Fairfax,Male,38216,2294,596
05/28/2021,Hampton,Male,4850,221,112
05/28/2021,Henrico,Male,11657,510,281
05/28/2021,Lenowisco,Male,3967,233,115
05/28/2021,Lord Fairfax,Male,10041,453,208
05/28/2021,Loudoun,Male,13847,599,127
05/28/2021,Mount Rogers,Male,8367,684,241
